,Packet Length,Trading Symbol,Sequence Number,Timestamp,LTP,LTQ,Volume,Bid Price,Bid Quantity,Ask Price,Ask Quantity,Open Interest,Previous Close Price,Previous Open Interest,Underlying,Expiry Date,Strike Price,Type,Expiry Date Time,TTM,Change,Percentage Change,Change in Open Interest,Percentage Change in Open Interest
36,124,ALLBANKS31AUG2345100PE,323503,Tue Jul 04 17:49:41  2023,1400.7,0,0,0.0,0,1791.0,885,0,0.0,945,ALLBANKS,2023-08-31,45100,PE,2023-08-31 15:30:00,0.158637853585775,1400.7,,-945,-100.0
37,124,ALLBANKS31AUG2345300PE,323504,Tue Jul 04 17:49:41  2023,1426.95,0,0,0.0,0,1513.6,30,0,0.0,975,ALLBANKS,2023-08-31,45300,PE,2023-08-31 15:30:00,0.158637853585775,1426.95,,-975,-100.0
38,124,MAINIDX31AUG2318950PE,323505,Tue Jul 04 17:49:41  2023,406.0,0,0,405.15,100,416.05,50,6100,1.0,100,MAINIDX,2023-08-31,18950,PE,2023-08-31 15:30:00,0.158637853585775,405.0,40500.0,6000,6000.0
39,124,MAINIDX28SEP2318450PE,323506,Tue Jul 04 17:49:41  2023,283.95,0,0,248.55,700,252.6,50,0,10.0,2950,MAINIDX,2023-09-28,18450,PE,2023-09-28 15:30:00,0.23535018235289829,273.95,2739.5,-2950,-100.0
40,124,MAINIDX27JUL2319050PE,323507,Tue Jul 04 17:49:41  2023,463.55,0,0,443.2,50,464.6,3550,2400,100.5,9550,MAINIDX,2023-07-27,19050,PE,2023-07-27 15:30:00,0.06274744262687089,363.05,361.2437810945274,-7150,-74.86910994764398
41,124,MAINIDX13JUL2316950PE,323508,Tue Jul 04 17:49:41  2023,1.95,0,0,1.95,0,1.95,0,500,1005.5,5400,MAINIDX,2023-07-13,16950,PE,2023-07-13 15:30:00,0.024391278243309236,-1003.55,-99.80606663351566,-4900,-90.74074074074075
42,124,ALLBANKS27JUL2343200PE,323509,Tue Jul 04 17:49:41  2023,243.5,125,125,242.3,50,243.25,175,57200,100.75,8825,ALLBANKS,2023-07-27,43200,PE,2023-07-27 15:30:00,0.06274744262687089,142.75,141.68734491315135,48375,548.1586402266289
43,124,ALLBANKS13JUL2341400PE,323510,Tue Jul 04 17:49:41  2023,15.85,100,100,15.8,25,15.95,1025,3725,101.25,7800,ALLBANKS,2023-07-13,41400,PE,2023-07-13 15:30:00,0.024391278243309236,-85.4,-84.34567901234568,-4075,-52.243589743589745
44,124,MAINIDX13JUL2317800CE,323511,Tue Jul 04 17:49:41  2023,741.05,0,0,796.45,500,812.45,5200,1050,101.5,9100,MAINIDX,2023-07-13,17800,CE,2023-07-13 15:30:00,0.024391278243309236,639.55,630.0985221674877,-8050,-88.46153846153845
45,124,ALLBANKS28SEP2341000CE,323512,Tue Jul 04 17:49:41  2023,3613.7,0,0,3539.55,60,3711.4,15,0,10.2,1125,ALLBANKS,2023-09-28,41000,CE,2023-09-28 15:30:00,0.23535018235289829,3603.5,35328.43137254902,-1125,-100.0
46,124,ALLBANKS27JUL2342600PE,323513,Tue Jul 04 17:49:41  2023,137.44,25,25,138.15,50,138.8,25,35075,102.25,7425,ALLBANKS,2023-07-27,42600,PE,2023-07-27 15:30:00,0.06274744262687089,35.19,34.41564792176039,27650,372.3905723905724
47,124,MAINIDX06JUL2319000PE,323514,Tue Jul 04 17:49:41  2023,428.5,250,250,425.15,150,426.55,50,94800,1023.0,58450,MAINIDX,2023-07-06,19000,PE,2023-07-06 15:30:00,0.005213196051528412,-594.5,-58.11339198435973,36350,62.18990590248076
48,124,MAINIDX13JUL2317150PE,323515,Tue Jul 04 17:49:41  2023,2.2,0,0,2.2,0,2.2,0,1850,1023.0,6900,MAINIDX,2023-07-13,17150,PE,2023-07-13 15:30:00,0.024391278243309236,-1020.8,-99.78494623655914,-5050,-73.18840579710145
49,124,ALLBANKS26OCT2343500PE,323516,Tue Jul 04 17:49:41  2023,960.0,0,0,960.0,0,960.0,0,725,10.25,0,ALLBANKS,2023-10-26,43500,PE,2023-10-26 15:30:00,0.3120625111200216,949.75,9265.853658536585,725,
50,124,MAINIDX27JUL2313500PE,323517,Tue Jul 04 17:49:41  2023,2.5,0,0,2.5,0,2.5,0,12700,102.5,2200,MAINIDX,2023-07-27,13500,PE,2023-07-27 15:30:00,0.06274744262687089,-100.0,-97.5609756097561,10500,477.27272727272725
51,124,FINANCIALS04JUL2317200PE,323518,Tue Jul 04 17:49:41  2023,0.5,0,0,0.45,3760,0.55,80,20040,1027.2,52920,FINANCIALS,2023-07-04,17200,PE,2023-07-04 15:30:00,-0.00026625600326610855,-1026.7,-99.95132398753894,-32880,-62.131519274376416
52,124,ALLBANKS27JUL2343100PE,323519,Tue Jul 04 17:49:41  2023,221.1,25,25,220.65,25,221.6,25,40600,102.75,10375,ALLBANKS,2023-07-27,43100,PE,2023-07-27 15:30:00,0.06274744262687089,118.35,115.18248175182481,30225,291.32530120481925
53,124,FINANCIALS04JUL2320000CE,323520,Tue Jul 04 17:49:41  2023,1.4,19200,19200,1.4,52200,1.45,23080,3816840,10279.6,352880,FINANCIALS,2023-07-04,20000,CE,2023-07-04 15:30:00,-0.00026625600326610855,-10278.2,-99.98638079302697,3463960,981.6254817501701
54,124,MAINIDX28SEP2318500PE,323521,Tue Jul 04 17:49:41  2023,262.35,100,100,262.39,50,263.89,50,137900,103.0,7950,MAINIDX,2023-09-28,18500,PE,2023-09-28 15:30:00,0.23535018235289829,159.35000000000002,154.70873786407768,129950,1634.5911949685533
55,124,MAINIDX06JUL2318900PE,323522,Tue Jul 04 17:49:41  2023,330.0,3150,3150,328.55,50,329.5,350,62900,1031.5,47500,MAINIDX,2023-07-06,18900,PE,2023-07-06 15:30:00,0.005213196051528412,-701.5,-68.00775569558894,15400,32.421052631578945
56,124,MAINIDX06JUL2318600CE,323523,Tue Jul 04 17:49:41  2023,76.5,292500,292500,76.09,450,76.25,1300,12373900,10343.0,2194700,MAINIDX,2023-07-06,18600,CE,2023-07-06 15:30:00,0.005213196051528412,-10266.5,-99.26036933191531,10179200,463.80826536656497
57,124,ALLBANKS31AUG2340900CE,323524,Tue Jul 04 17:49:41  2023,3388.4,0,0,2905.0,135,3651.8,885,0,10.35,900,ALLBANKS,2023-08-31,40900,CE,2023-08-31 15:30:00,0.158637853585775,3378.05,32638.164251207734,-900,-100.0
58,124,ALLBANKS31AUG2341800CE,323525,Tue Jul 04 17:49:41  2023,2435.0,0,0,2435.0,0,2435.0,0,0,10.35,900,ALLBANKS,2023-08-31,41800,CE,2023-08-31 15:30:00,0.158637853585775,2424.65,23426.57004830918,-900,-100.0
59,124,MAINIDX27JUL2318050CE,323526,Tue Jul 04 17:49:41  2023,570.0,0,0,627.0,450,636.0,150,10300,103.5,7850,MAINIDX,2023-07-27,18050,CE,2023-07-27 15:30:00,0.06274744262687089,466.5,450.7246376811594,2450,31.210191082802545
60,124,MAINIDX06JUL2316700CE,323527,Tue Jul 04 17:49:41  2023,1865.0,0,0,1865.0,0,1865.0,0,0,104.0,8900,MAINIDX,2023-07-06,16700,CE,2023-07-06 15:30:00,0.005213196051528412,1761.0,1693.2692307692307,-8900,-100.0
61,124,MAINIDX31AUG2318400CE,323528,Tue Jul 04 17:49:41  2023,496.0,0,0,495.35,50,497.0,50,61450,104.0,9950,MAINIDX,2023-08-31,18400,CE,2023-08-31 15:30:00,0.158637853585775,392.0,376.9230769230769,51500,517.5879396984925
62,124,ALLBANKS27JUL2344300CE,323529,Tue Jul 04 17:49:41  2023,495.0,50,50,496.9,25,498.9,325,52500,104.25,14475,ALLBANKS,2023-07-27,44300,CE,2023-07-27 15:30:00,0.06274744262687089,390.75,374.82014388489205,38025,262.6943005181347
63,124,MAINIDX13JUL2317400PE,323530,Tue Jul 04 17:49:41  2023,3.2,0,0,3.2,300,3.25,50,19250,1044.0,25350,MAINIDX,2023-07-13,17400,PE,2023-07-13 15:30:00,0.024391278243309236,-1040.8,-99.6934865900383,-6100,-24.06311637080868
64,124,ALLBANKS27JUL2342700PE,323531,Tue Jul 04 17:49:41  2023,151.35,0,0,151.35,275,152.15,650,64950,104.5,6925,ALLBANKS,2023-07-27,42700,PE,2023-07-27 15:30:00,0.06274744262687089,46.849999999999994,44.83253588516746,58025,837.9061371841156
65,124,MAINIDX06JUL2320150CE,323532,Tue Jul 04 17:49:41  2023,0.85,150,150,0.8,83300,0.85,4000,352700,10470.0,191950,MAINIDX,2023-07-06,20150,CE,2023-07-06 15:30:00,0.005213196051528412,-10469.15,-99.99188156638013,160750,83.74576712685595
66,124,ALLBANKS27JUL2343400PE,323533,Tue Jul 04 17:49:41  2023,289.8,0,0,293.05,25,294.39,100,52250,105.0,10125,ALLBANKS,2023-07-27,43400,PE,2023-07-27 15:30:00,0.06274744262687089,184.8,176.0,42125,416.04938271604937
67,124,ALLBANKS13JUL2342800PE,323534,Tue Jul 04 17:49:41  2023,74.4,1000,1000,73.5,625,73.95,50,15200,105.25,9975,ALLBANKS,2023-07-13,42800,PE,2023-07-13 15:30:00,0.024391278243309236,-30.849999999999994,-29.31116389548693,5225,52.38095238095239
68,124,MAINIDX20JUL2318450PE,323535,Tue Jul 04 17:49:41  2023,103.85,50,50,102.05,50,104.0,50,3750,105.5,9100,MAINIDX,2023-07-20,18450,PE,2023-07-20 15:30:00,0.04356936043509006,-1.6500000000000057,-1.563981042654034,-5350,-58.791208791208796
69,124,MAINIDX20JUL2316650PE,323536,Tue Jul 04 17:49:41  2023,4.25,0,0,4.25,0,4.25,0,0,106.0,0,MAINIDX,2023-07-20,16650,PE,2023-07-20 15:30:00,0.04356936043509006,-101.75,-95.99056603773585,0,
70,124,FINANCIALS11JUL2319250PE,323537,Tue Jul 04 17:49:41  2023,90.0,0,0,73.2,800,79.59,1200,200,106.0,1720,FINANCIALS,2023-07-11,19250,PE,2023-07-11 15:30:00,0.018911826188514714,-16.0,-15.09433962264151,-1520,-88.37209302325581
71,124,MIDCAP05JUL237950CE,323538,Tue Jul 04 17:49:41  2023,16.75,0,0,10.7,75,35.0,75,0,1061.25,150,MIDCAP,2023-07-05,7950,CE,2023-07-05 15:30:00,0.002473470024131152,-1044.5,-98.42167255594816,-150,-100.0
72,124,ALLBANKS27JUL2344900CE,323539,Tue Jul 04 17:49:41  2023,259.7,75,75,259.0,50,260.0,550,50725,106.25,6650,ALLBANKS,2023-07-27,44900,CE,2023-07-27 15:30:00,0.06274744262687089,153.45,144.42352941176472,44075,662.781954887218
73,124,ALLBANKS31AUG2341900CE,323540,Tue Jul 04 17:49:41  2023,2347.1,0,0,1942.85,165,2859.3,885,0,10.65,900,ALLBANKS,2023-08-31,41900,CE,2023-08-31 15:30:00,0.158637853585775,2336.45,21938.49765258216,-900,-100.0
74,124,MAINIDX27JUL2320000PE,323541,Tue Jul 04 17:49:41  2023,1370.0,0,0,1350.55,50,1355.1,100,493750,106.5,11050,MAINIDX,2023-07-27,20000,PE,2023-07-27 15:30:00,0.06274744262687089,1263.5,1186.3849765258217,482700,4368.3257918552035
75,124,ALLBANKS27JUL2343600PE,323542,Tue Jul 04 17:49:41  2023,355.65,50,50,353.9,450,355.2,25,52175,106.75,8125,ALLBANKS,2023-07-27,43600,PE,2023-07-27 15:30:00,0.06274744262687089,248.89999999999998,233.16159250585477,44050,542.1538461538462
76,124,ALLBANKS06JUL2344500PE,323543,Tue Jul 04 17:49:41  2023,532.5,10325,10325,531.29,200,532.6,175,486800,1077.25,79275,ALLBANKS,2023-07-06,44500,PE,2023-07-06 15:30:00,0.005213196051528412,-544.75,-50.568577396147596,407525,514.0649637338379
77,124,ALLBANKS27JUL2344700CE,323544,Tue Jul 04 17:49:41  2023,325.8,250,250,326.3,375,328.1,375,37400,107.75,9400,ALLBANKS,2023-07-27,44700,CE,2023-07-27 15:30:00,0.06274744262687089,218.05,202.3665893271462,28000,297.8723404255319
78,124,FINANCIALS11JUL2320300CE,323545,Tue Jul 04 17:49:41  2023,40.45,0,0,40.45,0,40.45,0,0,108.0,5000,FINANCIALS,2023-07-11,20300,CE,2023-07-11 15:30:00,0.018911826188514714,-67.55,-62.54629629629629,-5000,-100.0
79,124,FINANCIALS11JUL2320400CE,323546,Tue Jul 04 17:49:41  2023,70.0,0,0,70.0,0,70.0,0,0,108.4,5840,FINANCIALS,2023-07-11,20400,CE,2023-07-11 15:30:00,0.018911826188514714,-38.400000000000006,-35.42435424354244,-5840,-100.0
80,124,FINANCIALS04JUL2318150PE,323547,Tue Jul 04 17:49:41  2023,0.7,40,40,0.7,4200,0.75,4240,12040,1084.0,88920,FINANCIALS,2023-07-04,18150,PE,2023-07-04 15:30:00,-0.00026625600326610855,-1083.3,-99.93542435424354,-76880,-86.45973909131804
81,124,FINANCIALS04JUL2319900CE,323548,Tue Jul 04 17:49:41  2023,1.95,5080,5080,1.95,12040,2.0,55120,1703600,10886.8,197960,FINANCIALS,2023-07-04,19900,CE,2023-07-04 15:30:00,-0.00026625600326610855,-10884.849999999999,-99.98208840063195,1505640,760.5778945241462
82,124,ALLBANKS27JUL2343700CE,323549,Tue Jul 04 17:49:41  2023,835.95,125,125,835.7,225,838.35,100,73800,109.0,7550,ALLBANKS,2023-07-27,43700,CE,2023-07-27 15:30:00,0.06274744262687089,726.95,666.9266055045872,66250,877.4834437086092
83,124,ALLBANKS31AUG2343200CE,323550,Tue Jul 04 17:49:41  2023,1520.2,15,15,1519.8,15,1563.9,15,1185,10.95,1125,ALLBANKS,2023-08-31,43200,CE,2023-08-31 15:30:00,0.158637853585775,1509.25,13783.105022831052,60,5.333333333333334
84,124,ALLBANKS31AUG2349500CE,323551,Tue Jul 04 17:49:41  2023,371.6,0,0,12.15,195,127.95,540,0,10.95,1530,ALLBANKS,2023-08-31,49500,CE,2023-08-31 15:30:00,0.158637853585775,360.65000000000003,3293.6073059360738,-1530,-100.0
85,124,ALLBANKS31AUG2340900PE,323552,Tue Jul 04 17:49:41  2023,129.1,0,0,110.7,30,129.6,30,285,10.95,990,ALLBANKS,2023-08-31,40900,PE,2023-08-31 15:30:00,0.158637853585775,118.14999999999999,1078.9954337899542,-705,-71.21212121212122
86,124,MAINIDX13JUL2319150PE,323553,Tue Jul 04 17:49:41  2023,555.79,0,0,547.15,7250,563.29,150,350,109.5,10500,MAINIDX,2023-07-13,19150,PE,2023-07-13 15:30:00,0.024391278243309236,446.28999999999996,407.57077625570776,-10150,-96.66666666666667
87,124,ALLBANKS31AUG2343000PE,323554,Tue Jul 04 17:49:41  2023,412.1,0,0,412.8,30,420.5,45,92910,109.65,3315,ALLBANKS,2023-08-31,43000,PE,2023-08-31 15:30:00,0.158637853585775,302.45000000000005,275.83219334245325,89595,2702.714932126697
88,124,MAINIDX13JUL2319400CE,323555,Tue Jul 04 17:49:41  2023,2.65,0,0,2.7,3000,2.75,50,56650,1097.0,32600,MAINIDX,2023-07-13,19400,CE,2023-07-13 15:30:00,0.024391278243309236,-1094.35,-99.75843208751138,24050,73.77300613496932
89,124,MAINIDX13JUL2317550PE,323556,Tue Jul 04 17:49:41  2023,3.9,0,0,3.85,1600,3.9,50,4600,1099.0,15400,MAINIDX,2023-07-13,17550,PE,2023-07-13 15:30:00,0.024391278243309236,-1095.1,-99.64513193812556,-10800,-70.12987012987013
90,124,ALLBANKS28DEC2351000CE,323557,Tue Jul 04 17:49:41  2023,78.9,0,0,78.9,0,78.9,0,0,11.0,0,ALLBANKS,2023-12-28,51000,CE,2023-12-28 15:30:00,0.484665250846049,67.9,617.2727272727273,0,
91,124,MAINIDX26DEC2418500CE,323558,Tue Jul 04 17:49:41  2023,2100.0,0,0,2053.8,50,2160.0,50,0,11.0,100,MAINIDX,2024-12-26,18500,CE,2024-12-26 15:30:00,1.4819255248186516,2089.0,18990.909090909092,-100,-100.0
92,124,ALLBANKS28DEC2340500PE,323559,Tue Jul 04 17:49:41  2023,518.0,0,0,518.0,0,518.0,0,0,11.0,50,ALLBANKS,2023-12-28,40500,PE,2023-12-28 15:30:00,0.484665250846049,507.0,4609.090909090909,-50,-100.0
93,124,ALLBANKS27JUL2345600CE,323560,Tue Jul 04 17:49:41  2023,102.5,25,25,101.9,25,102.6,500,43150,110.0,10600,ALLBANKS,2023-07-27,45600,CE,2023-07-27 15:30:00,0.06274744262687089,-7.5,-6.8181818181818175,32550,307.07547169811323
94,124,MAINIDX13JUL2319950CE,323561,Tue Jul 04 17:49:41  2023,2.0,0,0,2.0,0,2.0,0,8550,1103.5,43400,MAINIDX,2023-07-13,19950,CE,2023-07-13 15:30:00,0.024391278243309236,-1101.5,-99.81875849569552,-34850,-80.29953917050692
95,124,MIDCAP05JUL237800PE,323562,Tue Jul 04 17:49:41  2023,76.84,0,0,10.25,75,42.65,75,0,1104.75,450,MIDCAP,2023-07-05,7800,PE,2023-07-05 15:30:00,0.002473470024131152,-1027.91,-93.04458022176964,-450,-100.0
96,124,FINANCIALS04JUL2317100PE,323563,Tue Jul 04 17:49:41  2023,0.45,0,0,0.45,1200,0.5,40,7320,1109.6,41600,FINANCIALS,2023-07-04,17100,PE,2023-07-04 15:30:00,-0.00026625600326610855,-1109.1499999999999,-99.95944484498918,-34280,-82.40384615384615
97,124,ALLBANKS28SEP2337500PE,323564,Tue Jul 04 17:49:41  2023,109.95,0,0,109.95,0,109.95,0,0,11.1,1635,ALLBANKS,2023-09-28,37500,PE,2023-09-28 15:30:00,0.23535018235289829,98.85000000000001,890.5405405405407,-1635,-100.0
98,124,MAINIDX27JUL2312000PE,323565,Tue Jul 04 17:49:41  2023,1.8,0,0,1.8,0,1.8,0,2150,111.0,7350,MAINIDX,2023-07-27,12000,PE,2023-07-27 15:30:00,0.06274744262687089,-109.2,-98.37837837837839,-5200,-70.74829931972789
99,124,MAINIDX06JUL2316600CE,323566,Tue Jul 04 17:49:41  2023,1958.3,0,0,1958.3,0,1958.3,0,800,111.0,9400,MAINIDX,2023-07-06,16600,CE,2023-07-06 15:30:00,0.005213196051528412,1847.3,1664.2342342342342,-8600,-91.48936170212765
100,124,ALLBANKS13JUL2343600CE,323567,Tue Jul 04 17:49:41  2023,721.4,175,175,720.2,150,723.8,325,8325,111.5,6625,ALLBANKS,2023-07-13,43600,CE,2023-07-13 15:30:00,0.024391278243309236,609.9,546.9955156950673,1700,25.660377358490567
101,124,MAINIDX27JUL2316300PE,323568,Tue Jul 04 17:49:41  2023,4.9,0,0,4.55,100,4.9,100,19650,112.0,11100,MAINIDX,2023-07-27,16300,PE,2023-07-27 15:30:00,0.06274744262687089,-107.1,-95.625,8550,77.02702702702703
